"user_type","code","type","name","parent_id","note"
"View","2825","view","RETENCIONES A TERCEROS SOBRE CONTRATOS","28","Descripción:
Registra el valor de los descuentos efectuados por el ente económico sobre pagos parciales (cuentas de cobro), para garantizar la estabilidad de obra u otras obligaciones producto de la relación contractual.
Dinámica:
Créditos
1. Por los valores deducidos al momento de hacer los pagos a los contratistas, por concepto de avances y/o liquidaciones parciales de obras o contratos.
Débitos
1. Por el valor de las devoluciones parciales o totales de acuerdo con las especificaciones de los contratos."
"View","282505","view","Cumplimiento obligaciones laborales","2825",""
"View","282510","view","Para estabilidad de obra","2825",""
"View","282515","view","Garantía cumplimiento de contratos","2825",""
"View","2830","view","EMBARGOS JUDICIALES","28","Descripción:
Registra el valor de los pasivos adquiridos por el ente económico por concepto de descuentos hechos a afiliados del ente, producto de embargos, pago de indemnizaciones, constitución de títulos de depósito judicial de acuerdo con lo ordenado por despachos judiciales cuando el afiliado o el ente tenga obligaciones eventuales ante terceros, sea por actos derivados directa o indirectamente de sus dependientes.
Dinámica:
Créditos
1. Por los valores ordenados a descontar por juzgados civiles y penales relacionados con indemnizaciones por responsabilidad civil, contractual o extracontractual, donde se vean involucrados los intereses del ente económico o sus afiliados;
2. Por los valores ordenados a consignar por cualquier otro concepto dentro de los procesos judiciales (peritazgo, honorarios auxiliares de la justicia, costos de procesos), y
3. Por los valores correspondientes a las transacciones realizadas extrajudicialmente por concepto de pago de indemnizaciones.
Débitos
1. Por el valor consignado o pagado a nombre de cada juzgado o tercero ya sea en forma parcial o total."
"View","283005","view","Indemnizaciones","2830",""
"View","283010","view","Depósitos judiciales","2830",""
"View","2835","view","ACREEDORES DEL SISTEMA","28","Descripción:
Registra el valor de los dineros cancelados por los suscriptores de los planes que no han salido favorecidos o aquéllos que siendo favorecidos por el sistema de sorteo u oferta se encuentran pendientes de legalizar las entregas. Incluye además las sumas recibidas de los suscriptores a los cuales no se les ha podido configurar un grupo. En las respectivas subcuentas se debe llevar por separado cada uno de los grupos. Esta cuenta es de uso exclusivo de las sociedades administradoras de consorcios comerciales.
Dinámica: Cuotas netas
Créditos
1. Por los traslados que se efectúan de la subcuenta 283510 -grupos en formación-, cuando inicia actividades el grupo;
2. Por los valores recaudados por concepto de la cuota neta de suscriptores que ingresan a un grupo que ha iniciado actividades;
3. Por el valor de la cesión de derechos de un suscriptor a otro, y
4. Por el valor de las reconsignaciones de los cheques.
Débitos
1. Por el traslado a la subcuenta 130515 -deudores del sistema-, del saldo a favor que tenga el suscriptor favorecido a la fecha de entrega del bien o servicio;
2. Por el valor de las cuotas canceladas por el suscriptor, en el caso de terminación del contrato, con abono a la cuenta 2375 -cuotas por devolver-;
3. Por el valor de los cheques devueltos;
4. Por el valor de la devolución de la cuota neta cuando el suscriptor no participa en la primera asamblea;
5. Por el reintegro proporcional de lo pagado por el suscriptor, en la medida y forma que el ente económico recaude lo adeudado por quienes hubieren obtenido bienes o servicios, en caso de liquidación del grupo;
6. Por el valor de las cuotas ofrecidas y canceladas por el suscriptor adjudicado por oferta en caso de presentarse devolución;
7. Por la devolución de las cuotas netas al suscriptor favorecido por sorteo que no diere cumplimiento a los requisitos para hacerle entrega del bien, y
8. Por el valor de la cesión de derechos. Grupos en formación
Créditos
1. Por el total recibido por cuotas brutas e inscripción de los suscriptores interesados en conformar un grupo;
2. Por el valor de los intereses liquidados sobre las sumas aportadas por los suscriptores a los cuales no se les logró configurar un grupo de acuerdo con las normas legales vigentes, y
3. Por el valor de las reconsignaciones de los cheques.
Débitos
1. Por el traslado a las respectivas subcuentas del balance o de resultados al momento de iniciar actividades el grupo;
2. Por la devolución de las sumas aportadas en el evento de no poderse conformar el grupo;
3. Por la devolución de las sumas aportadas por los interesados no admitidos en un grupo, y
4. Por el valor de los cheques devueltos."
"View","283505","view","Cuotas netas","2835",""
"View","283510","view","Grupos en formación","2835",""
"View","2840","view","CUENTAS EN PARTICIPACIóN","28","Descripción:
Registra el valor de las obligaciones a cargo del ente económico (gestor) y a favor de cada uno de los partícipes, por concepto de liquidaciones parciales o definitivas en desarrollo de contratos de cuentas en participación, realizados conforme a las normas legales vigentes. El valor correspondiente al ente económico que opera como socio gestor y a la vez partícipe, registrará la parte que le corresponda de las utilidades en la cuenta de ingresos respectiva.
Dinámica:
Créditos
1. Por el valor resultante a favor del (los) partícipe(s), bien sea por aportes o utilidades, en la liquidación parcial o definitiva del respectivo contrato de cuentas en participación, obtenido en la cuenta 9135 -cuentas en participación-.
Débitos
1. Por el valor de los pagos realizados."
"View","2895","view","DIVERSOS","28","Descripción:
Registra las obligaciones a cargo del ente económico que por su naturaleza no pueden ser incluidas apropiadamente en las cuentas del pasivo descritas en el presente plan.
Dinámica:
Créditos
1. Con el valor de la obligación respectiva, y
2. Por el traslado de la provisión para impuesto de renta y complementarios, registrado por los fondos ganaderos, destinados a programas de extensión agropecuaria con el lleno de las formalidades del caso.
Débitos
1. Por el valor de los pagos realizados;
2. Por los cruces de cuentas con el acreedor según el acuerdo respectivo, y
3. Por el valor respectivo, en la medida que se vayan ejecutando los programas. Cuando se trate de adquisición de bienes capitalizables se abonará la subcuenta 330520 -reserva para extensión agropecuaria-."
"View","289505","view","Préstamos de productos","2895",""
"View","289510","view","Reembolso de costos exploratorios","2895",""
"View","289515","view","Programa de extensión agropecuaria","2895",""
"View","29","view","BONOS Y PAPELES COMERCIALES","2","Descripción:
Comprende los valores recibidos por el ente económico por concepto de emisión y venta de bonos ordinarios o convertibles en acciones, así como los papeles comerciales definidos como valores de contenido crediticio emitidos por empresas comerciales, industriales y de servicios con el propósito de financiar capital de trabajo. La prima o descuento en la colocación de bonos por valor superior o inferior al valor nominal de los títulos, se contabilizará por separado. La amortización del descuento o de la prima se debe hacer en forma sistemática en las fechas estipuladas para la causación de los intereses, con cargo o crédito a las cuentas de intereses. Así mismo, este grupo incluye los denominados ""bonos pensionales"" y ""títulos pensionales"", emitidos por el ente económico originados en la expedición de las normas sobre seguridad social."
"View","2905","view","BONOS EN CIRCULACIóN","29","Descripción:
Registra el valor recibido de los bonos puestos en circulación por el ente económico autorizado.
Dinámica:
Créditos
1. Por el valor nominal de los bonos colocados en el mercado;
2. Por el valor de la prima en la colocación de los bonos, y
3. Por el valor de la amortización del descuento.
Débitos
1. Por el valor de la amortización parcial o total de los bonos emitidos por el ente económico;
2. Por el valor del descuento en la colocación de los bonos, y
3. Por el valor de la amortización de la prima."
"View","2910","view","BONOS OBLIGATORIAMENTE CONVERTIBLES EN ACCIONES","29","Descripción:
Registra el valor de las obligaciones que adquiere el ente económico, por la emisión de bonos cuyo pago deberá efectuarse mediante la entrega de un número de acciones liberadas.
Dinámica:
Créditos
1. Por el valor nominal de los bonos colocados;
2. Por el valor de la prima en la colocación de los bonos, y
3. Por el valor de la amortización del descuento.
Débitos
1. Por el valor de las acciones entregadas a los tenedores como pago o redención de los mismos;
2. Por el valor del descuento en la colocación de los bonos, y
3. Por el valor de la amortización de la prima."
"View","2915","view","PAPELES COMERCIALES","29","Descripción:
Registra los pagarés emitidos masiva o serialmente por el ente económico sometido a la vigilancia por parte del Estado, y que son objeto de oferta pública en el mercado de valores.
Dinámica:
Créditos
1. Por el valor nominal de los papeles comerciales colocados en el mercado.
Débitos
1. Por el valor de la amortización parcial o total de los papeles comerciales emitidos."
"View","2920","view","BONOS PENSIONALES","29","Descripción:
Registra el valor amortizado por el ente económico de los denominados bonos pensionales hasta que cubra el 100% de su valor nominal, mediante alícuotas sistemáticas hasta la fecha de su redención. Incluye además el valor de los intereses causados a favor del beneficiario del bono. Mediante abono a la subcuenta 292005 -valor bonos pensionales- y cargo a la subcuenta 292010 -bonos pensionales por amortizar (DB)-, se contabilizará el valor de los bonos pensionales. La amortización al estado de resultados se realizará mediante abonos a la subcuenta 292010 -bonos pensionales por amortizar- con cargo a las subcuentas 510561 ó 520561 -amortización bonos pensionales-, según el caso.
Dinámica:
Créditos
1. Por el valor de los bonos pensionales (292005);
2. Por el valor amortizado del cálculo actuarial, que le corresponda al trabajador que se le expidan bonos pensionales (292010), con cargo a la subcuenta 262010;
3. Por la amortización de los bonos pensionales (292010), y
4. Por el valor de los intereses que se causen (292015).
Débitos
1. Por el valor de los bonos pensionales por amortizar (292010), y
2. Por el valor del pago, en el momento de su redención."
"View","292005","view","Valor bonos pensionales","2920",""
"View","292010","view","Bonos pensionales por amortizar (DB)","2920",""
"View","292015","view","Intereses causados sobre bonos pensionales","2920",""
"View","2925","view","TíTULOS PENSIONALES","29","Descripción:
Registra el valor amortizado por el ente económico de los denominados títulos pensionales hasta que cubra el 100% de su valor nominal, mediante alícuotas sistemáticas hasta la fecha de su redención. Incluye además el valor de los intereses causados a favor del beneficiario del título. Mediante abono a la subcuenta 292505 -valor títulos pensionales- y cargo a la subcuenta 292510 -títulos pensionales por amortizar (DB)-, se contabilizará el valor de los títulos pensionales. La amortización al estado de resultados se realizará mediante abonos a la subcuenta 292510 -títulos pensionales por amortizar- con cargo a las subcuentas 510562 ó 520562 -amortización títulos pensionales-, según el caso.
Dinámica:
Créditos
1. Por el valor de los títulos pensionales (292505);
2. Por el valor amortizado del cálculo actuarial, que le corresponda al trabajador que se le expidan títulos pensionales (292510), con cargo a la subcuenta 262010;
3. Por la amortización de los títulos pensionales (292510), y
4. Por el valor de los intereses que se causen (292515).
Débitos
1. Por el valor de los títulos pensionales por amortizar (292510), y
2. Por el valor del pago en el momento de su redención."
"View","292505","view","Valor títulos pensionales","2925",""
"View","292510","view","Títulos pensionales por amortizar (DB)","2925",""
"View","292515","view","Intereses causados sobre títulos pensionales","2925",""
"View","3","view","PATRIMONIO","0","Descripción:
Agrupa el conjunto de las cuentas que representan el valor residual de comparar el activo total menos el pasivo externo, producto de los recursos netos del ente económico que han sido suministrados por el propietario de los mismos, ya sea directamente o como consecuencia del giro ordinario de sus negocios. Comprende los aportes de los accionistas, socios o propietarios, el superávit de capital, reservas, la revalorización de patrimonio, los dividendos o participaciones decretados en acciones, cuotas o partes de interés social, los resultados del ejercicio, resultados de ejercicios anteriores y el superávit por valorizaciones."
"View","31","view","CAPITAL SOCIAL","3","Descripción:
Comprende el valor total de los aportes iniciales y los posteriores aumentos o disminuciones que los socios, accionistas, compañías o aportantes, ponen a disposición del ente económico mediante cuotas, acciones, monto asignado o valor aportado, respectivamente, de acuerdo con escrituras públicas de constitución o reformas, suscripción de acciones según el tipo de sociedad, asociación o negocio, con el lleno de los requisitos legales. Para el caso de las compañías por acciones, estará constituido por: - El capital autorizado, que es la suma fijada en la escritura pública de constitución o reformas. - El capital por suscribir, que lo conforma el capital autorizado menos el valor de las acciones suscritas. - El capital suscrito es el valor que se obligan a pagar los accionistas, no menos del 50% del autorizado al constituirse la sociedad. - El capital suscrito por cobrar, que corresponde al valor pendiente de pago por parte de los accionistas en la suscripción de las respectivas acciones. En cuentas auxiliares se registrarán por separado cada clase de aportes según los derechos que confieran. Los aportes en especie deberán registrarse por el valor pactado por los accionistas o socios, o el debidamente fijado por los órganos competentes del ente económico, previa aprobación por parte de la entidad que ejerza la vigilancia y control, si fuere el caso. La diferencia entre el valor nominal de las acciones, cuotas o partes de interés social y su valor asignado para efecto de la capitalización, se debe registrar en la cuenta 3205 -prima en colocación de acciones, cuotas o partes de interés social."
"View","3105","view","CAPITAL SUSCRITO Y PAGADO","31","Descripción:
Registra el ingreso real al patrimonio del ente económico, de los aportes efectuados por los accionistas, y corresponde al valor neto de las subcuentas 310505 -capital autorizado-, 310510 -capital por suscribir (DB)- y 310515 -capital suscrito por cobrar (DB)-.
Dinámica: Registro del capital autorizado
Créditos
1. Por el valor de la suma fijada en la escritura pública de constitución (310505), con cargo a la subcuenta 310510 -capital por suscribir-, y
2. Por los aumentos o modificaciones del capital autorizado.
Débitos
1. Por el valor del capital autorizado al constituirse el ente económico (310510), con abono a la subcuenta 310505 -capital autorizado-, y
2. Por los aumentos o modificaciones del capital autorizado. Registro de la suscripción
Créditos
1. Por el valor del capital suscrito por los accionistas (310510), con cargo a la subcuenta respectiva del activo, o 310515 -capital suscrito por cobrar (DB)-, en el monto suscrito y pendiente de pago;
2. Por el valor capitalizado (310510), con cargo a la cuenta respectiva del grupo 34;
3. Por el valor de las acciones entregadas (310510), como consecuencia de la capitalización de los depósitos recibidos para la futura suscripción de acciones;
4. Por el valor de las acciones entregadas como dividendos (310510);
5. Por el valor de las acciones de goce o industria con estimación pecuniaria (310510) con cargo a la respectiva cuenta de resultados, y
6. Por el valor capitalizado (310510), de la prima en colocación de acciones.
Débitos
1. Por el valor del capital suscrito, pendiente de pago (310515), con abono a la subcuenta 310510 -capital por suscribir (DB)-. Registro de pagos
Créditos
1. Por el valor efectivamente recaudado (310515). En caso de liquidación del ente económico se cancelarán las cuentas correspondientes."
"View","310505","view","Capital autorizado","3105",""
"View","310510","view","Capital por suscribir (DB)","3105",""
"View","310515","view","Capital suscrito por cobrar (DB)","3105",""
"View","3115","view","APORTES SOCIALES","31","Descripción:
Registra el valor de los aportes realizados por los socios al momento de constituir el ente económico respaldados por la escritura pública de constitución; así como los incrementos posteriores efectuados mediante las escrituras de reforma de estatutos correspondientes, previo el cumplimiento de los requisitos legales vigentes al momento de la constitución o del aumento. Para los fondos mutuos de inversión, incluye las sumas entregadas como aportes legales por los trabajadores y las contribuciones del ente económico y las utilidades reinvertidas de los socios.
Dinámica:
Créditos
1. Por el valor nominal de los aportes efectivamente recaudados;
2. Por el valor dado a los aportes efectuados en especie con cargo a la cuenta respectiva del activo, según la naturaleza del mismo;
3. Por el valor de aquellas utilidades que la junta de socios ordene capitalizar;
4. Por el valor nominal de los aportes en la cesión de cuotas;
5. Por el valor capitalizado de la revalorización del patrimonio, y
6. Por el valor capitalizado de la prima en colocación de cuotas o partes de interés social.
Débitos
1. Por el valor nominal de los aportes al retiro de los asociados, o la cesión de parte de sus cuotas;
2. Por el valor nominal de los aportes en la reducción del capital, previo el cumplimiento de las disposiciones legales pertinentes, y
3. Por el valor nominal de los aportes al momento de liquidarse el ente económico."
"View","311505","view","Cuotas o partes de interés social","3115",""
"View","311510","view","Aportes de socios-fondo mutuo de inversión","3115",""
"View","311515","view","Contribución de la empresa-fondo mutuo de inversión","3115",""
"View","311520","view","Suscripciones del público","3115",""
"View","3120","view","CAPITAL ASIGNADO","31","Descripción:
Registra el monto del capital asignado a las sucursales de sociedades extranjeras, señalado en la resolución o acto en donde se acordó conforme a la ley del domicilio principal, establecer negocios permanentes en Colombia, así como los aumentos debidamente legalizados.
Dinámica:
Créditos
1. Por el valor del aporte extranjero convertido a pesos al tipo de cambio del mercado vigente en la fecha de registro.
Débitos
1. Por el valor de la disminución del capital asignado previo el cumplimiento de todos los requisitos legales vigentes en el momento de la disminución, y
2. Por el saldo registrado a la liquidación del ente económico."
"View","3125","view","INVERSIóN SUPLEMENTARIA AL CAPITAL ASIGNADO","31","Descripción:
Registra el valor que por este concepto reciben las sucursales de sociedades extranjeras de su casa matriz conforme a las normas legales vigentes.
Dinámica:
Créditos
1. Por el valor de la inversión suplementaria al capital asignado.
Débitos
1. Por el valor de la cancelación, conforme a las normas legales vigentes."
"View","3130","view","CAPITAL DE PERSONAS NATURALES","31","Descripción:
Registra el total de derechos, reales o personales, bienes muebles o inmuebles, corporales o incorporales, apreciables en dinero y poseídos dentro o fuera del país que la persona natural ha destinado como capital para el ejercicio de las actividades de comercio.
Dinámica:
Créditos
1. Por el valor de los bienes destinados por la persona natural a sus actividades de comercio;
2. Por la capitalización de la revalorización del patrimonio conforme a las normas legales, y
3. Por el valor de las utilidades del ejercicio.
Débitos
1. Por el valor de las disminuciones por retiro de los bienes que integran esta cuenta, y
2. Por el valor de las pérdidas del ejercicio."
"View","3135","view","APORTES DEL ESTADO","31","Descripción:
Registra el valor del capital de las empresas industriales y comerciales del Estado, el cual está conformado por el asignado en el acto de creación, así como las adiciones que con posterioridad le asigne la ley. Registra también el valor de las apropiaciones recibidas del Gobierno Nacional en la ley de presupuesto. Esta cuenta es de uso exclusivo de las sociedades de economía mixta y de las empresas industriales y comerciales del Estado.
Dinámica:
Créditos
1. Por el valor asignado en el acto de creación;
2. Por los posteriores aumentos de capital que le asigne la ley;
3. Por la capitalización de la revalorización del patrimonio conforme a las normas legales;
4. Por el valor de los giros (dineros) recibidos de la Tesorería General de la República de las apropiaciones aprobadas por la ley de presupuesto, y
5. Por el valor de los bienes recibidos de entidades en calidad de aportes.
Débitos
1. Por el valor de los aportes, en el momento de la liquidación del ente económico;
2. Por la reclasificación en el evento de presentarse una transformación;
3. Por los valores devueltos a la Tesorería General de la República con base en las disposiciones legales vigentes;
4. Por el retiro de los bienes objeto del aporte por entrega a terceros, en cumplimiento de las normas legales, y
5. Por el saldo registrado a la liquidación del ente económico."
"View","3140","view","FONDO SOCIAL","31","Descripción:
Registra el valor de los aportes recibidos de cada uno de los afiliados y/o asociados, conforme a las normas vigentes.
Dinámica:
Créditos
1. Por el valor del aporte recibido del afiliado;
2. Por el valor de los aportes cedidos;
3. Por la capitalización de la revalorización del patrimonio conforme a las normas legales, y
4. Por el valor de la capitalización de los excedentes conforme a las normas legales y estatutarias.
Débitos
1. Por el total de los aportes en caso de retiro voluntario u obligatorio, de cualquier afiliado.
2. Por el valor de los aportes cedidos.
3. Por el saldo registrado a la liquidación del ente económico."
"View","32","view","SUPERáVIT DE CAPITAL","3","Descripción:
Comprende el valor de las cuentas que reflejan el incremento patrimonial ocasionado por prima en colocación de acciones, cuotas o partes de interés social, las donaciones, el crédito mercantil, el know how y el superávit método de participación."
"View","3205","view","PRIMA EN COLOCACIóN DE ACCIONES, CUOTAS O PARTES DE INTERéS SOCIAL","32","Descripción:
Registra el valor de la prima en colocación de acciones, cuotas o partes de interés social representada por el mayor importe pagado por el accionista o socio sobre el valor nominal de la acción o aporte, o sobre el costo en el evento que corresponda a recolocación de acciones, cuotas o partes de interés social propias readquiridas.
Dinámica:
Créditos
1. Por la diferencia resultante entre el precio de venta o de recolocación de la acción o cuota social y su valor nominal o costo de readquisición, respectivamente;
2. Por el recaudo de la prima en colocación de acciones por cobrar, y
3. Por el mayor valor resultante entre el valor nominal y el precio convenido de la acción o cuota social para efectos de dividendos o participaciones, pagaderos en especie.
Débitos
1. Por el saldo registrado, en caso de liquidación del ente económico;
2. Por el reparto a título de dividendos, de acuerdo con las normas legales, y
3. Por reparto a título de participaciones, de acuerdo con las normas legales."
"View","320505","view","Prima en colocación de acciones","3205",""
"View","320510","view","Prima en colocación de acciones por cobrar (DB)","3205",""
"View","320515","view","Prima en colocación de cuotas o partes de interés social","3205",""
"View","3210","view","DONACIONES","32","Descripción:
Registra los valores acumulados que el ente económico ha recibido por concepto de donaciones de bienes y valores. Se consideran superávit de capital aquellas donaciones correspondientes a bienes y valores que incrementan el patrimonio del ente, tales como propiedades, planta y equipo. Aquellos bienes recibidos sin contraprestación económica con el fin de atender costos o gastos de funcionamiento, se registrarán en la subcuenta 429509 -subvenciones-.
Dinámica:
Créditos
1. Por el valor de los valores y bienes recibidos como donación.
Débitos
1. Por el valor de capitalización de las donaciones, y
2. Por el saldo respectivo a la liquidación del ente económico."
"View","321005","view","En dinero","3210",""
"View","321010","view","En valores mobiliarios","3210",""
"View","321015","view","En bienes muebles","3210",""
"View","321020","view","En bienes inmuebles","3210",""
"View","321025","view","En intangibles","3210",""
"View","3215","view","CRéDITO MERCANTIL","32","Descripción:
Registra la contrapartida o cuenta de valuación del crédito mercantil formado o estimado contabilizado en la subcuenta 160505.
Dinámica:
Créditos
1. Por el valor determinado y aplicado por el ente económico.
Débitos
1. Por la pérdida o disminución del crédito mercantil una vez comprobado técnicamente, y
2. Por el saldo registrado a la liquidación del ente económico."
"View","3220","view","KNOW HOW","32","Descripción:
Registra la contrapartida o cuenta de valuación del conocimiento técnico registrado en la cuenta 1630.
Dinámica:
Créditos
1. Por el valor determinado y aplicado por el ente económico.
Débitos
1. Por la pérdida o disminución del know how, una vez comprobado técnicamente, y
2. Por el saldo registrado a la liquidación del ente económico."
"View","3225","view","SUPERáVIT MéTODO DE PARTICIPACIóN","32","Descripción:
Registra el valor correspondiente a la variación patrimonial por la aplicación del método de participación, de las inversiones que posee el ente económico en sociedades subordinadas, distinta a la utilidad neta o pérdida neta del ejercicio, según sea el caso presentada por tales sociedades. Este rubro no es susceptible de ser distribuido como utilidades. En el evento de abandono del método por cualquiera de las causales, el saldo de la cuenta se irá disminuyendo en la parte proporcional, y su nueva valuación se registra en las cuentas de los grupos 19 y 38.
Dinámica:
Créditos
1. Por el valor del saldo que se presenta en las subcuentas 380505 y/o
380510, al 31 de diciembre de 1995, producto de la aplicación del método de participación, y
2. Por el valor del incremento patrimonial del ejercicio.
Débitos
1. Por el valor de la disminución patrimonial del ejercicio, y
2. Por el valor de la disminución del saldo de la cuenta, cuando se den las causales de abandono del método."
"View","322505","view","De acciones","3225",""
"View","322510","view","De cuotas o partes de interés social","3225",""
"View","33","view","RESERVAS","3","Descripción:
Comprenden los valores que por mandato expreso del máximo órgano social, se han apropiado de las utilidades líquidas de ejercicios anteriores obtenidas por el ente económico, con el objeto de cumplir disposiciones legales, estatutarias o para fines específicos. Las pérdidas se enjugarán con las reservas que hayan sido destinadas especialmente para ese propósito y, en su defecto, con la reserva legal. Las reservas cuya finalidad fuere la de absorber determinadas pérdidas no se podrán emplear para cubrir otras distintas, salvo que así lo decida el máximo órgano social. Si la reserva legal fuere insuficiente para enjugar el déficit de capital, se aplicarán a este fin los beneficios sociales de los ejercicios siguientes, tal como lo establecen las normas legales."
"View","3305","view","RESERVAS OBLIGATORIAS","33","Descripción:
Registra los valores apropiados de las utilidades líquidas, conforme a mandatos legales, con el propósito de proteger el patrimonio social. Se incluyen conceptos tales como reserva legal, reservas por disposiciones fiscales y reservas para readquisición de acciones y de cuotas o partes de interés social. La reserval legal corresponde a la apropiación de por lo menos el 10% de las utilidades líquidas de cada ejercicio y están obligadas a constituirla las sociedades en comandita por acciones, de responsabilidad limitada, anónimas y las sucursales de sociedades extranjeras con negocios permanentes en Colombia, en los términos establecidos por la legislación comercial. Las reservas para readquisición de acciones y de cuotas o partes de interés social corresponden al valor apropiado de las utilidades líquidas para cubrir en su totalidad la adquisición de las mismas. Registra también el valor pagado por la compra de sus propias acciones, cuotas o partes de interés social, en desarrollo de la operación de readquisición aprobada previamente por el órgano competente.
Dinámica:
Créditos
1. Por las apropiaciones de las utilidades líquidas establecidas en el proyecto de distribución de utilidades aprobado por el máximo órgano social;
2. Por las apropiaciones de las utilidades líquidas en las sucursales de sociedades extranjeras;
3. Por las apropiaciones de las utilidades de acuerdo con las disposiciones fiscales;
4. Por el valor de adquisición de las acciones, cuotas o partes de interés social propias readquiridas al momento de su recolocación (subcuentas 330516 ó 330518), y
5. Por el valor de las acciones, cuotas o partes de interés social readquiridas al momento de su cancelación (subcuentas 330516 ó
330518).
Débitos
1. Por el cambio de destinación de la respectiva reserva, por mandato del máximo órgano social de acuerdo con las normas legales;
2. Por el valor de la utilización de la reserva legal destinada a enjugar pérdidas;
3. Por el monto utilizado de la reserva para readquisición de acciones o de cuotas o partes de interés social, cuando el precio de recolocación sea inferior al de readquisición;
4. Por el valor efectivamente pagado en la readquisición de acciones, cuotas o partes de interés social (subcuentas 330516 ó 330518), y
5. Por el saldo registrado a la liquidación del ente económico."
"View","330505","view","Reserva legal","3305",""
"View","330510","view","Reservas por disposiciones fiscales","3305",""
"View","330515","view","Reserva para readquisición de acciones","3305",""
"View","330516","view","Acciones propias readquiridas (DB)","3305",""
"View","330517","view","Reserva para readquisición de cuotas o partes de interés social","3305",""
"View","330518","view","Cuotas o partes de interés social propias readquiridas (DB)","3305",""
"View","330520","view","Reserva para extensión agropecuaria","3305",""
"View","330525","view","Reserva Ley 7ª de 1990","3305",""
"View","330530","view","Reserva para reposición de semovientes","3305",""
"View","330535","view","Reserva Ley 4ª de 1980","3305",""
"View","330595","view","Otras","3305",""
"View","3310","view","RESERVAS ESTATUTARIAS","33","Descripción:
Registra los valores de todas aquellas partidas apropiadas de acuerdo con lo contemplado en los estatutos sociales.
Dinámica:
Créditos
1. Por el valor apropiado de las utilidades líquidas, de acuerdo con los estatutos del ente económico.
Débitos
1. Por el cambio de destinación de la respectiva reserva, de acuerdo con las normas estatutarias, y
2. Por el saldo registrado a la liquidación del ente económico."
"View","331005","view","Para futuras capitalizaciones","3310",""
"View","331010","view","Para reposición de activos","3310",""
"View","331015","view","Para futuros ensanches","3310",""
"View","331095","view","Otras","3310",""
"View","3315","view","RESERVAS OCASIONALES","33","Descripción:
Registra los valores apropiados de las utilidades líquidas, ordenadas por el máximo órgano social conforme a disposiciones legales, para fines específicos y justificados. Las reservas ocasionales que ordene el máximo órgano social, sólo serán obligatorias para el ejercicio en el cual se hagan y el mismo podrá cambiar su destinación o distribuirlas cuando resulten innecesarias.
Dinámica:
Créditos
1. Por el valor apropiado de las utilidades líquidas de conformidad con las decisiones del máximo órgano social conforme a las disposiciones legales.
Débitos
1. Por cambio de destinación o por su distribución cuando resulten innecesarias de acuerdo con la decisión del máximo órgano social, y
2. Por el saldo registrado a la liquidación del ente económico."
"View","331505","view","Para beneficencia y civismo","3315",""
"View","331510","view","Para futuras capitalizaciones","3315",""
"View","331515","view","Para futuros ensanches","3315",""
"View","331520","view","Para adquisición o reposición de propiedades, planta y equipo","3315",""
"View","331525","view","Para investigaciones y desarrollo","3315",""
"View","331530","view","Para fomento económico","3315",""
"View","331535","view","Para capital de trabajo","3315",""
"View","331540","view","Para estabilización de rendimientos","3315",""
"View","331545","view","A disposición del máximo órgano social","3315",""
"View","331595","view","Otras","3315",""
"View","34","view","REVALORIZACIóN DEL PATRIMONIO","3","Descripción:
Comprende el valor del incremento patrimonial por concepto y de los saldos originados en saneamientos fiscales, realizados conforme a las normas legales vigentes."
"View","3405","view","AJUSTES POR INFLACIóN","34","Descripción:
Registra el ajuste por inflación del patrimonio del ente económico, así como de los activos en período improductivo, de conformidad con las disposiciones legales vigentes. El saldo de esta cuenta forma parte del patrimonio de los períodos siguientes para efectos del cálculo del ajuste por inflación y no podrá distribuirse como utilidad a los socios o accionistas, hasta tanto se liquide el ente económico o se capitalice tal valor. El ajuste del patrimonio se determinará con base en las normas legales vigentes. En el evento que el ente económico emita acciones y/o cuotas o derechos sociales como resultado de la capitalización de algunas de las cuentas que conforman el grupo revalorización del patrimonio, deberá efectuar simultáneamente el respectivo registro en el código 8335 -capitalización por revalorización del patrimonio-; en consecuencia, los saldos que registre el ente económico en esta cuenta deberán disminuirse efectuando la contrapartida correspondiente en las cuentas
3105, 3115, 3130 ó 3135 según el caso.
Dinámica:
Créditos
1. Por el valor del ajuste por inflación.
Débitos
1. Por capitalización con abono a la cuenta 3105, 3115, 3130 ó 3135, según el caso;
2. Por el saldo registrado a la liquidación el ente económico, y
3. Por el valor del ajuste por inflación."
"View","340505","view","De capital social","3405",""
"View","340510","view","De superávit de capital","3405",""
"View","340515","view","De reservas","3405",""
"View","340520","view","De resultados de ejercicios anteriores","3405",""
"View","340525","view","De activos en período improductivo","3405",""
"View","340530","view","De saneamiento fiscal","3405",""
"View","340535","view","De ajustes Decreto 3019 de 1989","3405",""
"View","340540","view","De dividendos y participaciones decretadas en acciones, cuotas o","3405",""
"View","340545","view","Superávit método de participación","3405",""
"View","3410","view","SANEAMIENTO FISCAL","34","Descripción:
Registra el saldo que por virtud de normas legales especiales generaron ajustes a la contabilidad del ente económico, como fueron, la inclusión de activos, retiro de pasivos inexistentes y la reclasificación de provisiones subestimadas.
Dinámica:
Créditos
1. Por el saldo de los ajustes efectuados conforme a las normas legales.
Débitos
1. Por capitalización con abono a la cuenta 3105, 3115, 3130 ó 3135, según el caso, y
2. Por el saldo, al liquidarse el ente económico."
